Date;MoonPhase;Epact;SkyCoverage;Hour;NightDay;Site;Year;Season;Sps;N_ind
06/06/2023;3;18;0;00:36:00;N;CascineDelRiccio3;2023;summer;EuropeanBadger;1
10/06/2023;2;22;15;08:43:00;D;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;15;08:25:00;D;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;15;09:00:00;D;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;09:16:00;D;Cascine;2023;summer;RedSquirrel;1
01/08/2023;4;16;0;09:16:00;D;Cascine;2023;summer;RedSquirrel;1
01/08/2023;4;16;20;09:57:00;D;Osmannoro;2023;summer;Human;2
01/08/2023;4;16;20;11:10:00;D;Osmannoro;2023;summer;Human;2
01/08/2023;4;16;0;12:48:00;D;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;30;00:19:00;N;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;30;00:27:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;00:45:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;35;01:05:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;01:08:00;N;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;0;06:36:00;D;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;50;19:03:00;D;Sesto4;2023;summer;CommonPheasant;1
01/08/2023;4;16;50;19:34:00;D;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;0;21:07:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;21:17:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;21:18:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;21:38:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;35;22:11:00;N;Osmannoro;2023;summer;Human;1
01/08/2023;4;16;0;22:48:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;22:51:00;N;Empoli_Serravalle;2023;summer;Coypu;1
01/08/2023;4;16;0;23:17:00;N;Osmannoro;2023;summer;Human;2
01/08/2023;4;16;0;23:33:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;08:10:00;D;TorrinoSantarosa;2023;summer;AegyptianGoose;1
02/08/2023;3;17;100;08:10:00;D;Osmannoro;2023;summer;Human;1
02/08/2023;3;17;100;10:11:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;10:29:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;11:05:00;D;Osmannoro;2023;summer;Human;1
02/08/2023;3;17;100;11:09:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;11:37:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;13:40:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;14:16:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;14:29:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;14:29:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;15:03:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;15:52:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;16:13:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;18:04:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;00:17:00;N;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;01:38:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;01:40:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;01:46:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;01:46:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;01:48:00;N;Empoli_Serravalle;2023;summer;EasternCottontail;1
02/08/2023;3;17;100;01:57:00;N;Sesto4;2023;summer;EuropeanHare;1
02/08/2023;3;17;100;03:35:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;05:46:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;05:54:00;N;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;06:31:00;D;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;06:34:00;D;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;06:34:00;D;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;06:37:00;D;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;07:07:00;D;Empoli_Serravalle;2023;summer;Coypu;1
02/08/2023;3;17;100;07:09:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;07:23:00;D;Osmannoro;2023;summer;Human;2
02/08/2023;3;17;100;19:01:00;D;Empoli_Serravalle;2023;summer;Human;1
02/08/2023;3;17;100;20:47:00;N;Sesto4;2023;summer;EuropeanHare;2
02/08/2023;3;17;100;21:21:30;N;Sesto4;2023;summer;Hedgehog;1
03/08/2023;3;18;15;08:04:00;D;Osmannoro;2023;summer;Human;2
03/08/2023;3;18;0;14:53:00;D;Osmannoro;2023;summer;Human;2
03/08/2023;3;18;0;16:00:00;D;Osmannoro;2023;summer;Human;2
03/08/2023;3;18;0;16:16:00;D;CascineDelRiccio1;2023;summer;Human;3
03/08/2023;3;18;0;03:07:00;N;Osmannoro;2023;summer;Human;2
03/08/2023;3;18;0;05:02:00;N;Osmannoro;2023;summer;Human;2
03/08/2023;3;18;0;07:20:00;D;Osmannoro;2023;summer;Human;1
03/08/2023;3;18;0;20:26:00;D;Sesto4;2023;summer;EuropeanHare;1
03/08/2023;3;18;0;07:41:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
03/08/2023;3;18;0;07:41:00;N;Bagno_a_Ripoli;2023;summer;Coypu;1
04/08/2023;3;19;0;09:14:00;D;Empoli_Serravalle;2023;summer;Human;1
04/08/2023;3;19;0;09:42:00;D;TorrinoSantarosa;2023;summer;AegyptianGoose;2
04/08/2023;3;19;0;09:42:00;D;Empoli_Serravalle;2023;summer;Human;2
04/08/2023;3;19;0;10:10:00;D;Empoli_Serravalle;2023;summer;Human;2
04/08/2023;3;19;0;13:24:00;D;Empoli_Serravalle;2023;summer;Human;1
04/08/2023;3;19;0;14:05:00;D;Sesto4;2023;summer;EurasianMagpie;1
04/08/2023;3;19;0;14:07:00;D;Empoli_Serravalle;2023;summer;Human;2
04/08/2023;3;19;0;14:23:00;D;Osmannoro;2023;summer;Human;2
04/08/2023;3;19;0;14:29:00;D;Osmannoro;2023;summer;Human;1
04/08/2023;3;19;0;14:52:00;D;Sesto4;2023;summer;EurasianMagpie;1
04/08/2023;3;19;0;16:45:00;D;Empoli_Serravalle;2023;summer;Human;2
04/08/2023;3;19;0;04:14:00;N;CascineDelRiccio3;2023;summer;RoeDeer;1
04/08/2023;3;19;0;05:02:00;N;Sesto4;2023;summer;RedFox;1
04/08/2023;3;19;0;05:55:00;N;Osmannoro;2023;summer;Human;1
04/08/2023;3;19;0;07:42:00;D;Empoli_Serravalle;2023;summer;Human;1
04/08/2023;3;19;0;18:42:00;D;Osmannoro;2023;summer;Human;2
04/08/2023;3;19;0;19:11:00;D;Osmannoro;2023;summer;Human;1
04/08/2023;3;19;0;23:16:00;N;Sesto4;2023;summer;EuropeanHare;1
04/08/2023;3;19;0;23:54:00;N;Empoli_Serravalle;2023;summer;Human;1
04/08/2023;3;19;0;04:52:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
04/08/2023;3;19;0;04:52:00;N;Bagno_a_Ripoli;2023;summer;Coypu;1
04/08/2023;3;19;0;23:03:00;N;Bagno_a_Ripoli;2023;summer;Coypu;1
05/08/2023;3;20;30;08:20:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;08:26:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;08:56:00;D;Sesto4;2023;summer;EuropeanHare;1
05/08/2023;3;20;30;08:56:00;D;Sesto4;2023;summer;HoodedCrow;1
05/08/2023;3;20;30;08:56:00;D;Sesto4;2023;summer;RockPigeon;2
05/08/2023;3;20;30;08:57:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;09:15:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;09:23:00;D;Sesto4;2023;summer;RockPigeon;2
05/08/2023;3;20;30;09:25:00;D;Sesto4;2023;summer;HoodedCrow;1
05/08/2023;3;20;30;09:25:00;D;Sesto4;2023;summer;RockPigeon;1
05/08/2023;3;20;30;09:34:00;D;Sesto4;2023;summer;RockPigeon;1
05/08/2023;3;20;30;10:08:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;12:00:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;14:05:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;14:58:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;15:28:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;15:31:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;16:27:00;D;Sesto4;2023;summer;EuropeanHare;1
05/08/2023;3;20;30;17:21:00;D;Osmannoro;2023;summer;Human;2
05/08/2023;3;20;30;17:27:00;D;Cascine;2023;summer;RedSquirrel;1
05/08/2023;3;20;30;17:27:00;D;TorrinoSantarosa;2023;summer;AegyptianGoose;1
05/08/2023;3;20;30;00:08:00;N;CascineDelRiccio1;2023;summer;RedFox;1
05/08/2023;3;20;30;00:25:00;N;Sesto4;2023;summer;Hedgehog;1
05/08/2023;3;20;30;02:57:00;N;Sesto4;2023;summer;DomesticCat;1
05/08/2023;3;20;30;04:17:00;N;CascineDelRiccio3;2023;summer;RoeDeer;1
05/08/2023;3;20;30;05:56:00;N;Sesto4;2023;summer;Blackbird;2
05/08/2023;3;20;30;05:56:00;N;Empoli_Serravalle;2023;summer;DomesticDog;2
05/08/2023;3;20;30;06:00:00;N;Sesto4;2023;summer;Blackbird;1
05/08/2023;3;20;30;06:00:00;N;Empoli_Serravalle;2023;summer;DomesticDog;1
05/08/2023;3;20;30;07:25:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;18:10:00;D;Sesto4;2023;summer;EurasianMagpie;1
05/08/2023;3;20;30;18:10:00;D;Sesto4;2023;summer;RockPigeon;1
05/08/2023;3;20;30;18:25:00;D;Osmannoro;2023;summer;Human;1
05/08/2023;3;20;30;19:10:00;D;Sesto4;2023;summer;EurasianMagpie;1
05/08/2023;3;20;30;19:10:00;D;Sesto4;2023;summer;EuropeanHare;1
05/08/2023;3;20;30;19:10:00;D;Sesto4;2023;summer;HoodedCrow;1
05/08/2023;3;20;30;23:52:00;N;Sesto4;2023;summer;Hedgehog;1
06/08/2023;2;21;30;08:35:00;D;Sesto4;2023;summer;EuropeanHare;1
06/08/2023;2;21;30;08:35:00;D;Sesto4;2023;summer;RockPigeon;12
06/08/2023;2;21;30;08:42:00;D;Sesto4;2023;summer;EuropeanHare;1
06/08/2023;2;21;30;08:42:00;D;Sesto4;2023;summer;RockPigeon;5
06/08/2023;2;21;30;08:44:00;D;Sesto4;2023;summer;EuropeanHare;1
06/08/2023;2;21;30;08:44:00;D;Sesto4;2023;summer;RockPigeon;1
06/08/2023;2;21;30;10:52:00;D;Osmannoro;2023;summer;Human;1
06/08/2023;2;21;30;16:23:00;D;Osmannoro;2023;summer;Human;2
06/08/2023;2;21;30;17:16:00;D;Sesto4;2023;summer;EurasianMagpie;1
06/08/2023;2;21;30;18:06:00;D;Sesto4;2023;summer;EurasianMagpie;1
06/08/2023;2;21;30;02:44:00;N;CascineDelRiccio1;2023;summer;RedFox;1
06/08/2023;2;21;30;06:17:00;D;CascineDelRiccio3;2023;summer;RoeDeer;1
06/08/2023;2;21;30;06:17:00;D;CascineDelRiccio3;2023;summer;WoodPigeon;1
06/08/2023;2;21;30;07:32:00;D;Osmannoro;2023;summer;Human;1
06/08/2023;2;21;30;19:34:00;D;Sesto4;2023;summer;RockPigeon;1
06/08/2023;2;21;30;19:45:00;D;Sesto4;2023;summer;EurasianMagpie;1
06/08/2023;2;21;30;19:51:00;D;Sesto4;2023;summer;EurasianMagpie;1
06/08/2023;2;21;30;02:44:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
07/08/2023;2;22;30;10:11:00;D;Osmannoro;2023;summer;Human;1
07/08/2023;2;22;30;10:23:00;D;Sesto4;2023;summer;EurasianMagpie;2
07/08/2023;2;22;30;10:42:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:45:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:46:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:49:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:51:30;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:55:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;10:57:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;11:38:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;13:44:00;D;Osmannoro;2023;summer;Human;1
07/08/2023;2;22;30;16:56:00;D;Sesto4;2023;summer;EurasianMagpie;1
07/08/2023;2;22;30;17:50:00;D;Sesto4;2023;summer;EurasianMagpie;1
07/08/2023;2;22;30;17:50:00;D;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;01:49:00;N;Osmannoro;2023;summer;Human;1
07/08/2023;2;22;30;01:59:00;N;CascineDelRiccio3;2023;summer;RedFox;1
07/08/2023;2;22;30;03:24:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;18:55:00;D;Osmannoro;2023;summer;Human;1
07/08/2023;2;22;30;22:02:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;22:04:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;22:23:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:12:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:15:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:18:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:20:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:23:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:28:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:30:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:33:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;23:35:00;N;Sesto4;2023;summer;EuropeanHare;1
07/08/2023;2;22;30;03:17:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
07/08/2023;2;22;30;03:52:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
07/08/2023;2;22;30;03:52:00;N;Bagno_a_Ripoli;2023;summer;Coypu;1
07/08/2023;2;22;30;04:33:00;N;TorrinoSantaRosa;2023;summer;NorwayRat;1
07/08/2023;2;22;30;04:33:00;N;Bagno_a_Ripoli;2023;summer;Coypu;3
07/08/2023;2;22;30;21:00:00;N;Bagno_a_Ripoli;2023;summer;Coypu;2
08/08/2023;2;23;0;08:27:00;D;Empoli_Serravalle;2023;summer;Human;2
08/08/2023;2;23;0;09:35:00;D;Empoli_Serravalle;2023;summer;Human;2
08/08/2023;2;23;0;10:59:00;D;Osmannoro;2023;summer;Human;2
08/08/2023;2;23;0;11:19:00;D;Osmannoro;2023;summer;Human;1
08/08/2023;2;23;0;11:35:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:37:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:39:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:40:59;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:42:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:44:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:46:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:50:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:53:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:54:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:57:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;11:59:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;12:02:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;12:05:00;D;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:00:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:07:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:11:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:14:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:16:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:19:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:21:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:23:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:26:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;00:28:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;01:11:00;N;Sesto4;2023;summer;DomesticCat;1
08/08/2023;2;23;0;01:45:00;N;CascineDelRiccio3;2023;summer;EuropeanBadger;1
08/08/2023;2;23;0;05:28:00;N;Empoli_Serravalle;2023;summer;Human;2
08/08/2023;2;23;0;23:14:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:16:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:19:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:21:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:25:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:27:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:28:00;N;Empoli_Serravalle;2023;summer;Human;1
08/08/2023;2;23;0;23:29:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:31:00;N;Sesto4;2023;summer;EuropeanHare;1
08/08/2023;2;23;0;23:33:00;N;Sesto4;2023;summer;EuropeanHare;1
09/08/2023;2;24;0;09:17:00;D;Osmannoro;2023;summer;Human;2
09/08/2023;2;24;0;17:21:00;D;Osmannoro;2023;summer;Human;1
09/08/2023;2;24;0;18:26:00;D;Osmannoro;2023;summer;Human;1
09/08/2023;2;24;0;22:43:00;N;Osmannoro;2023;summer;Human;1
10/08/2023;2;25;0;09:53:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;11:11:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;12:40:00;D;Empoli_Serravalle;2023;summer;Human;1
10/08/2023;2;25;0;13:02:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;14:03:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;14:29:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;15:20:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;15:30:00;D;Empoli_Serravalle;2023;summer;Human;1
10/08/2023;2;25;0;17:17:00;D;Empoli_Serravalle;2023;summer;Human;2
10/08/2023;2;25;0;17:45:00;D;Empoli_Serravalle;2023;summer;Human;1
10/08/2023;2;25;0;00:13:00;N;CascineDelRiccio1;2023;summer;RedFox;1
10/08/2023;2;25;0;00:24:00;N;CascineDelRiccio3;2023;summer;RoeDeer;1
11/08/2023;1;26;0;10:38:00;D;Osmannoro;2023;summer;Human;2
11/08/2023;1;26;0;10:39:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;10:43:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;10:45:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;10:51:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;11:35:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;11:40:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;11:42:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;11:53:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;11:55:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:00:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:02:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:04:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:37:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:39:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:41:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:43:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:49:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;12:51:00;D;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;13:23:00;D;Osmannoro;2023;summer;Human;2
11/08/2023;1;26;0;13:27:00;D;Osmannoro;2023;summer;Human;2
11/08/2023;1;26;0;17:11:00;D;Sesto4;2023;summer;CommonPheasant;1
11/08/2023;1;26;0;00:08:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:13:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:16:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:20:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:24:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:26:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:29:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:33:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;00:35:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;01:11:00;N;CascineDelRiccio3;2023;summer;EuropeanBadger;1
11/08/2023;1;26;0;06:15:00;D;Sesto4;2023;summer;Blackbird;1
11/08/2023;1;26;0;06:15:00;D;Empoli_Serravalle;2023;summer;DomesticDog;1
11/08/2023;1;26;0;06:52:00;D;Osmannoro;2023;summer;Human;1
11/08/2023;1;26;0;18:29:00;D;Osmannoro;2023;summer;Human;2
11/08/2023;1;26;0;18:56:00;D;Osmannoro;2023;summer;Human;1
11/08/2023;1;26;0;22:00:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;22:35:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:04:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:12:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:17:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:19:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:21:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:26:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:29:00;N;Sesto4;2023;summer;EuropeanHare;1
11/08/2023;1;26;0;23:32:00;N;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;08:02:00;D;Empoli_Serravalle;2023;summer;Human;1
12/08/2023;1;27;10;08:14:00;D;Cascine;2023;summer;RedSquirrel;1
12/08/2023;1;27;10;09:00:00;D;Sesto4;2023;summer;EurasianMagpie;1
12/08/2023;1;27;10;09:00:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:00:00;D;Sesto4;2023;summer;RockPigeon;4
12/08/2023;1;27;10;09:01:00;D;Sesto4;2023;summer;EurasianMagpie;1
12/08/2023;1;27;10;09:01:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:01:00;D;Sesto4;2023;summer;RockPigeon;4
12/08/2023;1;27;10;09:06:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:06:00;D;Sesto4;2023;summer;RockPigeon;3
12/08/2023;1;27;10;09:07:00;D;Empoli_Serravalle;2023;summer;Human;1
12/08/2023;1;27;10;09:12:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:12:00;D;Sesto4;2023;summer;RockPigeon;4
12/08/2023;1;27;10;09:14:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:14:00;D;Sesto4;2023;summer;RockPigeon;3
12/08/2023;1;27;10;09:16:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:16:00;D;Sesto4;2023;summer;RockPigeon;4
12/08/2023;1;27;10;09:18:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:18:00;D;Sesto4;2023;summer;RockPigeon;4
12/08/2023;1;27;10;09:20:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:20:00;D;Sesto4;2023;summer;RockPigeon;1
12/08/2023;1;27;10;09:28:00;D;Osmannoro;2023;summer;Human;2
12/08/2023;1;27;10;09:57:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;09:57:00;D;Empoli_Serravalle;2023;summer;Human;1
12/08/2023;1;27;10;10:29:00;D;Osmannoro;2023;summer;Human;1
12/08/2023;1;27;10;11:09:00;D;Empoli_Serravalle;2023;summer;Human;1
12/08/2023;1;27;10;11:11:00;D;Osmannoro;2023;summer;Human;2
12/08/2023;1;27;10;11:35:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:39:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:44:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:46:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:49:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:52:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:54:00;D;Osmannoro;2023;summer;Human;1
12/08/2023;1;27;10;11:55:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;11:58:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;12:00:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;12:04:00;D;Sesto4;2023;summer;EuropeanHare;1
12/08/2023;1;27;10;12:27:00;D;Osmannoro;2023;summer;Human;1
